tourney_year_id;tourney_slug;tourney_round_name;match_id;round_order;match_order;match_time;match_duration;winner_name;winner_player_id;loser_name;loser_player_id;winner_sets_won;loser_sets_won;winner_games_won;loser_games_won;winner_tiebreaks_won;loser_tiebreaks_won;winner_aces;winner_double_faults;winner_first_serves_in;winner_first_serves_total;winner_service_points_won;winner_service_points_total;winner_first_serve_return_won;winner_first_serve_return_total;loser_aces;loser_double_faults;loser_first_serves_in;loser_first_serves_total;loser_service_points_won;loser_service_points_total;loser_first_serve_return_won;loser_first_serve_return_total
2017-747;beijing;Round of 16;2017-747-z355-f510;4;2;01:12:00;72;Alexander Zverev;z355;Fabio Fognini;f510;2;0;12;6;0;0;4;4;40;62;40;62;9;28;2;8;28;56;31;56;10;40
2017-747;beijing;Round of 16;2017-747-re44-ba47;4;6;01:48:00;108;Andrey Rublev;re44;Tomas Berdych;ba47;2;1;13;11;0;0;6;10;41;88;49;88;11;41;7;5;41;81;42;81;14;41
2017-747;beijing;Round of 16;2017-747-d875-d683;4;3;02:00:00;120;Grigor Dimitrov;d875;Juan Martin del Potro;d683;2;0;14;11;1;0;4;4;57;87;56;87;11;41;6;4;41;75;46;75;15;57
2017-747;beijing;Round of 16;2017-747-i186-md56;4;5;00:59:00;59;John Isner;i186;Leonardo Mayer;md56;2;0;12;3;0;0;8;1;31;46;34;46;11;24;1;2;24;44;23;44;5;31
2017-747;beijing;Round of 16;2017-747-ke17-z168;4;7;01:22:00;82;Nick Kyrgios;ke17;Mischa Zverev;z168;2;1;15;10;0;0;11;1;38;61;47;61;15;45;2;1;45;71;45;71;6;38
2017-747;beijing;Round of 16;2017-747-n409-ke29;4;1;01:29:00;89;Rafael Nadal;n409;Karen Khachanov;ke29;2;0;12;6;0;0;3;0;37;59;41;59;14;41;7;7;41;68;37;68;11;37
2017-747;beijing;Round of 16;2017-747-bd06-bh09;4;4;00:51:00;51;Roberto Bautista Agut;bd06;Aljaz Bedene;bh09;2;0;10;0;0;0;2;0;22;30;22;30;9;14;2;2;14;33;10;33;4;22
2017-747;beijing;Round of 16;2017-747-d632-l987;4;8;01:13:00;73;Steve Darcis;d632;Dusan Lajovic;l987;2;0;12;7;0;0;1;0;41;66;47;66;11;34;5;1;34;51;32;51;9;41
2017-747;beijing;Round of 32;2017-747-z355-e831;5;2;01:32:00;92;Alexander Zverev;z355;Kyle Edmund;e831;2;0;13;9;1;0;7;3;36;65;46;65;12;40;3;7;40;82;48;82;8;36
2017-747;beijing;Round of 32;2017-747-bh09-g710;5;9;01:13:00;73;Aljaz Bedene;bh09;Marcel Granollers;g710;2;0;12;6;0;0;6;2;26;44;36;44;15;42;1;1;42;59;33;59;3;26
2017-747;beijing;Round of 32;2017-747-re44-sm25;5;15;01:29:00;89;Andrey Rublev;re44;Jack Sock;sm25;2;1;15;9;0;0;6;8;42;81;53;81;14;38;6;7;38;73;42;73;9;42
2017-747;beijing;Round of 32;2017-747-l987-v306;5;13;01:26:00;86;Dusan Lajovic;l987;Fernando Verdasco;v306;2;1;15;10;0;0;1;1;65;81;54;81;11;43;3;2;43;67;43;67;22;65
2017-747;beijing;Round of 32;2017-747-f510-h756;5;11;01:33:00;93;Fabio Fognini;f510;Robin Haase;h756;2;0;13;8;1;0;2;5;49;82;48;82;15;36;4;6;36;67;36;67;11;49
2017-747;beijing;Round of 32;2017-747-d875-d923;5;3;01:54:00;114;Grigor Dimitrov;d875;Damir Dzumhur;d923;2;1;15;10;0;0;9;9;57;95;62;95;20;49;2;0;49;74;44;74;13;57
2017-747;beijing;Round of 32;2017-747-i186-j267;5;6;00:53:00;53;John Isner;i186;Malek Jaziri;j267;2;0;12;5;0;0;11;0;30;43;36;43;8;25;5;1;25;43;25;43;2;30
2017-747;beijing;Round of 32;2017-747-d683-c882;5;10;01:39:00;99;Juan Martin del Potro;d683;Pablo Cuevas;c882;2;0;13;10;1;0;11;1;48;75;55;75;7;42;9;1;42;68;48;68;9;48
2017-747;beijing;Round of 32;2017-747-ke29-w571;5;12;01:10:00;70;Karen Khachanov;ke29;Di Wu;w571;2;0;12;6;0;0;3;4;21;45;32;45;19;42;0;2;42;67;35;67;5;21
2017-747;beijing;Round of 32;2017-747-md56-l503;5;14;02:58:00;178;Leonardo Mayer;md56;Paolo Lorenzi;l503;2;1;18;17;1;0;12;5;56;114;72;114;22;71;3;5;71;119;74;119;15;56
2017-747;beijing;Round of 32;2017-747-z168-sl28;5;16;02:06:00;126;Mischa Zverev;z168;Jan-Lennard Struff;sl28;2;1;17;15;0;0;9;2;64;96;64;96;9;43;5;9;43;102;65;102;15;64
2017-747;beijing;Round of 32;2017-747-ke17-bg23;5;8;00:56:00;56;Nick Kyrgios;ke17;Nikoloz Basilashvili;bg23;2;0;12;3;0;0;12;3;22;43;33;43;15;32;1;7;32;49;23;49;3;22
2017-747;beijing;Round of 32;2017-747-n409-pf39;5;1;02:31:00;151;Rafael Nadal;n409;Lucas Pouille;pf39;2;1;18;17;1;0;4;7;73;102;74;102;15;65;9;5;65;110;71;110;14;73
2017-747;beijing;Round of 32;2017-747-bd06-z272;5;5;01:00:00;60;Roberto Bautista Agut;bd06;Ze Zhang;z272;2;0;12;4;0;0;4;2;22;46;34;46;10;33;4;5;33;47;25;47;4;22
2017-747;beijing;Round of 32;2017-747-d632-cd85;5;4;01:20:00;80;Steve Darcis;d632;Pablo Carreno Busta;cd85;2;0;12;4;0;0;1;1;31;46;32;46;22;47;1;2;47;70;34;70;7;31
2017-747;beijing;Round of 32;2017-747-ba47-dc58;5;7;01:30:00;90;Tomas Berdych;ba47;Jared Donaldson;dc58;2;1;12;11;0;0;5;3;38;69;42;69;11;44;9;2;44;67;43;67;8;38
2017-747;beijing;2nd Round Qualifying;2017-747-l987-sc73;6;2;01:40:00;100;Dusan Lajovic;l987;Rogerio Dutra Silva;sc73;2;1;17;13;0;0;3;0;59;79;55;79;18;49;4;4;49;86;49;86;18;59
2017-747;beijing;2nd Round Qualifying;2017-747-j267-sc77;6;4;02:07:00;127;Malek Jaziri;j267;Sergiy Stakhovsky;sc77;2;0;13;10;1;0;2;3;45;94;59;94;9;44;7;6;44;77;50;77;7;45
2017-747;beijing;2nd Round Qualifying;2017-747-g710-cg80;6;1;01:27:00;87;Marcel Granollers;g710;Borna Coric;cg80;2;0;12;7;0;0;1;2;38;65;46;65;12;31;4;5;31;52;33;52;9;38
2017-747;beijing;2nd Round Qualifying;2017-747-d632-pb22;6;3;02:41:00;161;Steve Darcis;d632;Peter Polansky;pb22;2;1;18;17;1;0;2;2;68;119;70;119;11;46;5;6;46;102;64;102;20;68
2017-747;beijing;1st Round Qualifying;2017-747-cg80-gc88;7;1;01:21:00;81;Borna Coric;cg80;Marcos Giron;gc88;2;0;12;7;0;0;1;5;30;54;35;54;11;31;2;6;31;58;27;58;6;30
2017-747;beijing;1st Round Qualifying;2017-747-l987-g983;7;5;01:43:00;103;Dusan Lajovic;l987;Alessandro Giannessi;g983;2;1;15;12;0;0;3;4;66;91;54;91;20;49;1;4;49;79;44;79;24;66
2017-747;beijing;1st Round Qualifying;2017-747-j267-z371;7;4;01:21:00;81;Malek Jaziri;j267;Zhizhen Zhang;z371;2;0;12;5;0;0;4;1;30;49;34;49;10;31;3;4;31;69;35;69;5;30
2017-747;beijing;1st Round Qualifying;2017-747-g710-ca12;7;6;01:19:00;79;Marcel Granollers;g710;Jeremy Chardy;ca12;2;0;12;5;0;0;0;5;22;55;35;55;11;27;1;8;27;51;23;51;7;22
2017-747;beijing;1st Round Qualifying;2017-747-pb22-d646;7;8;01:26:00;86;Peter Polansky;pb22;Ivan Dodig;d646;1;1;11;11;0;0;4;2;31;60;41;60;12;41;8;5;41;72;45;72;10;31
2017-747;beijing;1st Round Qualifying;2017-747-sc73-tg30;7;2;01:01:00;61;Rogerio Dutra Silva;sc73;Rigele Te;tg30;2;0;12;4;0;0;2;0;25;44;29;44;9;26;2;4;26;54;24;54;6;25
2017-747;beijing;1st Round Qualifying;2017-747-sc77-mj08;7;7;02:35:00;155;Sergiy Stakhovsky;sc77;Thiago Monteiro;mj08;2;1;19;15;0;1;11;5;73;118;76;118;19;66;1;4;66;105;67;105;15;73
2017-747;beijing;1st Round Qualifying;2017-747-d632-sx90;7;3;01:19:00;79;Steve Darcis;d632;Fajing Sun;sx90;2;0;12;6;0;0;2;2;32;47;28;47;19;41;3;4;41;71;34;71;11;32
2017-339;brisbane;Finals;2017-339-d875-n552;1;1;01:49:00;109;Grigor Dimitrov;d875;Kei Nishikori;n552;2;1;14;11;0;0;7;2;52;77;53;77;13;49;4;0;49;69;45;69;11;52
2017-339;brisbane;Semi-Finals;2017-339-d875-r975;2;1;01:28:00;88;Grigor Dimitrov;d875;Milos Raonic;r975;2;0;13;8;1;0;4;1;36;58;45;58;4;28;4;3;28;61;40;61;9;36
2017-339;brisbane;Semi-Finals;2017-339-n552-w367;2;2;01:42:00;102;Kei Nishikori;n552;Stan Wawrinka;w367;2;0;13;9;1;0;1;1;56;77;51;77;10;37;9;2;37;61;37;61;19;56
2017-339;brisbane;Quarter-Finals;2017-339-d875-tb69;3;4;02:05:00;125;Grigor Dimitrov;d875;Dominic Thiem;tb69;2;1;16;12;0;0;3;3;52;94;65;94;8;37;6;5;37;82;53;82;10;52
2017-339;brisbane;Quarter-Finals;2017-339-n552-tc61;3;3;01:02:00;62;Kei Nishikori;n552;Jordan Thompson;tc61;2;0;12;2;0;0;3;0;19;34;28;34;13;28;1;2;28;47;20;47;1;19
2017-339;brisbane;Quarter-Finals;2017-339-r975-n409;3;1;02:21:00;141;Milos Raonic;r975;Rafael Nadal;n409;2;1;16;13;0;0;23;3;62;97;66;97;22;61;4;0;61;84;53;84;12;62
2017-339;brisbane;Quarter-Finals;2017-339-w367-e831;3;2;02:36:00;156;Stan Wawrinka;w367;Kyle Edmund;e831;2;1;18;15;0;1;11;3;67;119;75;119;13;65;2;2;65;97;63;97;20;67
2017-339;brisbane;Round of 16;2017-339-tb69-g940;4;4;01:29:00;89;Dominic Thiem;tb69;Sam Groth;g940;2;0;13;9;1;0;11;1;44;65;51;65;1;35;11;1;35;58;43;58;8;44
2017-339;brisbane;Round of 16;2017-339-d875-m873;4;7;01:05:00;65;Grigor Dimitrov;d875;Nicolas Mahut;m873;2;0;12;6;0;0;8;0;27;46;37;46;10;37;4;3;37;52;31;52;2;27
2017-339;brisbane;Round of 16;2017-339-tc61-f401;4;8;02:39:00;159;Jordan Thompson;tc61;David Ferrer;f401;2;1;18;16;0;0;5;2;65;103;67;103;22;64;2;4;64;103;65;103;16;65
2017-339;brisbane;Round of 16;2017-339-n552-dc58;4;3;02:23:00;143;Kei Nishikori;n552;Jared Donaldson;dc58;2;1;16;13;0;0;3;3;66;107;65;107;22;54;6;4;54;95;52;95;19;66
2017-339;brisbane;Round of 16;2017-339-e831-pf39;4;6;00:59:00;59;Kyle Edmund;e831;Lucas Pouille;pf39;2;0;9;4;0;0;6;1;27;44;33;44;3;18;3;2;18;34;21;34;5;27
2017-339;brisbane;Round of 16;2017-339-r975-sm37;4;1;01:09:00;69;Milos Raonic;r975;Diego Schwartzman;sm37;2;0;12;5;0;0;12;1;40;53;37;53;12;29;0;1;29;44;23;44;10;40
2017-339;brisbane;Round of 16;2017-339-n409-z168;4;5;00:55:00;55;Rafael Nadal;n409;Mischa Zverev;z168;2;0;12;2;0;0;1;2;18;38;30;38;12;25;2;2;25;38;16;38;3;18
2017-339;brisbane;Round of 16;2017-339-w367-t840;4;2;01:30:00;90;Stan Wawrinka;w367;Viktor Troicki;t840;2;0;13;10;1;0;7;2;41;64;48;64;7;46;5;7;46;71;47;71;8;41
2017-339;brisbane;Round of 32;2017-339-f401-ta46;5;4;01:24:00;84;David Ferrer;f401;Bernard Tomic;ta46;2;0;13;8;0;0;3;5;30;52;37;52;15;44;5;8;44;74;41;74;5;30
2017-339;brisbane;Round of 32;2017-339-sm37-q927;5;9;00:58:00;58;Diego Schwartzman;sm37;Sam Querrey;q927;2;0;12;6;0;0;2;0;29;47;32;47;10;25;3;7;25;50;24;50;8;29
2017-339;brisbane;Round of 32;2017-339-d875-j386;5;3;01:15:00;75;Grigor Dimitrov;d875;Steve Johnson;j386;2;0;12;5;0;0;3;0;25;48;35;48;15;36;2;3;36;57;28;57;2;25
2017-339;brisbane;Round of 32;2017-339-dc58-ma30;5;5;01:15:00;75;Jared Donaldson;dc58;Gilles Muller;ma30;2;0;12;8;0;0;12;2;33;55;40;55;10;37;10;2;37;58;34;58;6;33
2017-339;brisbane;Round of 32;2017-339-tc61-y218;5;10;01:31:00;91;Jordan Thompson;tc61;Elias Ymer;y218;2;0;12;5;0;0;1;0;28;46;32;46;20;43;1;6;43;74;36;74;2;28
2017-339;brisbane;Round of 32;2017-339-e831-e873;5;6;02:10:00;130;Kyle Edmund;e831;Ernesto Escobedo;e873;2;0;14;12;2;0;11;2;48;83;56;83;28;67;11;3;67;113;66;113;11;48
2017-339;brisbane;Round of 32;2017-339-pf39-sd32;5;2;02:06:00;126;Lucas Pouille;pf39;Gilles Simon;sd32;2;0;14;12;2;0;7;2;52;102;61;102;13;42;1;4;42;76;45;76;15;52
2017-339;brisbane;Round of 32;2017-339-z168-dh58;5;12;01:08:00;68;Mischa Zverev;z168;Alex de Minaur;dh58;2;0;12;6;0;0;3;3;42;57;39;57;12;26;2;4;26;46;26;46;12;42
2017-339;brisbane;Round of 32;2017-339-m873-r612;5;8;02:00:00;120;Nicolas Mahut;m873;Stephane Robert;r612;2;1;16;13;0;0;13;3;55;86;59;86;17;46;9;8;46;94;59;94;13;55
2017-339;brisbane;Round of 32;2017-339-n409-d801;5;1;01:15:00;75;Rafael Nadal;n409;Alexandr Dolgopolov;d801;2;0;12;6;0;0;2;1;36;52;36;52;8;28;2;2;28;53;27;53;10;36
2017-339;brisbane;Round of 32;2017-339-g940-h996;5;7;02:10:00;130;Sam Groth;g940;Pierre-Hugues Herbert;h996;2;1;18;15;0;0;20;5;59;106;73;106;15;48;9;5;48;87;57;87;14;59
2017-339;brisbane;Round of 32;2017-339-t840-n732;5;11;01:32:00;92;Viktor Troicki;t840;Yoshihito Nishioka;n732;2;0;13;9;0;0;11;5;45;64;41;64;20;53;0;1;53;82;46;82;10;45
2017-339;brisbane;2nd Round Qualifying;2017-339-dh58-td51;6;3;02:19:00;139;Alex de Minaur;dh58;Frances Tiafoe;td51;2;1;18;15;0;1;5;6;67;105;71;105;22;65;13;2;65;110;68;110;19;67
2017-339;brisbane;2nd Round Qualifying;2017-339-e873-d646;6;4;02:00:00;120;Ernesto Escobedo;e873;Ivan Dodig;d646;2;1;18;13;0;1;12;3;47;96;65;96;14;53;16;5;53;83;55;83;8;47
2017-339;brisbane;2nd Round Qualifying;2017-339-dc58-sj55;6;2;02:14:00;134;Jared Donaldson;dc58;John-Patrick Smith;sj55;2;1;17;14;1;0;6;5;54;99;63;99;19;66;5;3;66;109;63;109;10;54
2017-339;brisbane;2nd Round Qualifying;2017-339-n732-sf62;6;1;01:29:00;89;Yoshihito Nishioka;n732;Tim Smyczek;sf62;2;0;13;9;0;0;0;1;47;87;54;87;8;25;2;2;25;54;36;54;17;47
2017-339;brisbane;1st Round Qualifying;2017-339-dh58-k926;7;1;01:39:00;99;Alex de Minaur;dh58;Mikhail Kukushkin;k926;2;0;13;10;1;0;8;1;31;63;44;63;13;32;0;2;32;68;42;68;6;31
2017-339;brisbane;1st Round Qualifying;2017-339-e873-k839;7;8;01:17:00;77;Ernesto Escobedo;e873;Tobias Kamke;k839;2;0;12;7;0;0;5;1;36;61;42;61;12;36;0;3;36;61;35;61;8;36
2017-339;brisbane;1st Round Qualifying;2017-339-td51-w630;7;5;01:27:00;87;Frances Tiafoe;td51;Andrew Whittington;w630;2;0;13;9;1;0;2;5;42;75;50;75;12;38;5;2;38;55;35;55;8;42
2017-339;brisbane;1st Round Qualifying;2017-339-d646-h940;7;2;04:12:00;252;Ivan Dodig;d646;Ryan Harrison;h940;2;1;16;14;0;0;12;5;48;89;60;89;16;57;7;2;57;91;58;91;13;48
2017-339;brisbane;1st Round Qualifying;2017-339-dc58-r548;7;4;00:59:00;59;Jared Donaldson;dc58;Rajeev Ram;r548;2;0;12;6;0;0;9;3;24;46;37;46;12;33;2;0;33;50;29;50;2;24
2017-339;brisbane;1st Round Qualifying;2017-339-sj55-ke64;7;7;01:17:00;77;John-Patrick Smith;sj55;Stefan Kozlov;ke64;2;0;12;5;0;0;4;2;44;65;46;65;10;26;0;1;26;48;27;48;14;44
2017-339;brisbane;1st Round Qualifying;2017-339-sf62-f811;7;6;01:33:00;93;Tim Smyczek;sf62;Bjorn Fratangelo;f811;2;1;16;11;0;0;16;3;49;80;57;80;10;40;6;5;40;74;45;74;8;49
2017-339;brisbane;1st Round Qualifying;2017-339-n732-sc47;7;3;01:46:00;106;Yoshihito Nishioka;n732;Go Soeda;sc47;2;1;12;12;0;0;2;2;55;93;54;93;11;37;2;0;37;64;42;64;19;55
2017-520;roland-garros;Finals;2017-520-n409-w367;1;1;02:05:00;125;Rafael Nadal;n409;Stan Wawrinka;w367;3;0;18;6;0;0;4;0;42;65;50;65;24;50;1;0;50;86;42;86;7;42
2017-520;roland-garros;Semi-Finals;2017-520-n409-tb69;2;2;02:07:00;127;Rafael Nadal;n409;Dominic Thiem;tb69;3;0;18;7;0;0;2;2;49;74;54;74;16;43;3;3;43;81;41;81;14;49
2017-520;roland-garros;Semi-Finals;2017-520-w367-mc10;2;1;04:34:00;274;Stan Wawrinka;w367;Andy Murray;mc10;3;2;30;24;1;1;6;3;99;166;106;166;34;100;1;5;100;173;100;173;34;99
2017-520;roland-garros;Quarter-Finals;2017-520-mc10-n552;3;1;02:39:00;159;Andy Murray;mc10;Kei Nishikori;n552;3;1;21;14;1;0;3;6;69;111;69;111;19;50;1;2;50;89;49;89;18;69
2017-520;roland-garros;Quarter-Finals;2017-520-tb69-d643;3;2;02:15:00;135;Dominic Thiem;tb69;Novak Djokovic;d643;3;0;19;9;1;0;2;3;50;82;54;82;29;67;2;3;67;104;53;104;13;50
2017-520;roland-garros;Quarter-Finals;2017-520-n409-cd85;3;4;00:51:00;51;Rafael Nadal;n409;Pablo Carreno Busta;cd85;2;0;8;2;0;0;0;0;17;26;14;26;14;22;0;2;22;28;8;28;9;17
2017-520;roland-garros;Quarter-Finals;2017-520-w367-c977;3;3;01:40:00;100;Stan Wawrinka;w367;Marin Cilic;c977;3;0;18;7;0;0;3;2;48;77;54;77;14;33;5;6;33;68;34;68;17;48
2017-520;roland-garros;Round of 16;2017-520-mc10-ke29;4;1;02:04:00;124;Andy Murray;mc10;Karen Khachanov;ke29;3;0;18;11;0;0;5;1;53;81;58;81;16;46;1;6;46;79;47;79;16;53
2017-520;roland-garros;Round of 16;2017-520-tb69-z184;4;6;01:40:00;100;Dominic Thiem;tb69;Horacio Zeballos;z184;3;0;18;5;0;0;4;5;38;66;48;66;24;49;1;1;49;73;33;73;3;38
2017-520;roland-garros;Round of 16;2017-520-n552-v306;4;8;02:34:00;154;Kei Nishikori;n552;Fernando Verdasco;v306;3;1;18;14;0;0;4;2;59;112;62;112;29;77;3;6;77;109;60;109;22;59
2017-520;roland-garros;Round of 16;2017-520-c977-a678;4;7;00:48:00;48;Marin Cilic;c977;Kevin Anderson;a678;2;0;9;3;0;0;4;2;17;32;21;32;9;16;0;1;16;33;14;33;3;17
2017-520;roland-garros;Round of 16;2017-520-d643-r772;4;2;02:27:00;147;Novak Djokovic;d643;Albert Ramos-Vinolas;r772;3;0;19;10;1;0;3;0;61;99;62;99;30;64;3;2;64;99;50;99;17;61
2017-520;roland-garros;Round of 16;2017-520-cd85-r975;4;5;04:17:00;257;Pablo Carreno Busta;cd85;Milos Raonic;r975;3;2;31;29;1;1;10;0;153;206;128;206;34;124;25;7;124;176;111;176;52;153
2017-520;roland-garros;Round of 16;2017-520-n409-bd06;4;4;01:51:00;111;Rafael Nadal;n409;Roberto Bautista Agut;bd06;3;0;18;5;0;0;4;2;42;68;48;68;28;58;0;1;58;76;36;76;13;42
2017-520;roland-garros;Round of 16;2017-520-w367-mc65;4;3;02:43:00;163;Stan Wawrinka;w367;Gael Monfils;mc65;3;0;20;13;1;0;3;1;79;127;82;127;14;58;4;3;58;90;56;90;24;79
2017-520;roland-garros;Round of 32;2017-520-r772-pf39;5;12;03:42:00;222;Albert Ramos-Vinolas;r772;Lucas Pouille;pf39;3;2;26;18;0;0;2;6;94;151;93;151;27;89;6;9;89;156;89;156;35;94
2017-520;roland-garros;Round of 32;2017-520-mc10-d683;5;1;02:53:00;173;Andy Murray;mc10;Juan Martin del Potro;d683;3;0;20;11;1;0;5;3;58;102;67;102;23;66;6;4;66;108;57;108;18;58
2017-520;roland-garros;Round of 32;2017-520-tb69-j386;5;6;02:03:00;123;Dominic Thiem;tb69;Steve Johnson;j386;3;0;19;10;1;0;10;4;54;80;64;80;25;72;5;1;72;118;64;118;7;54
2017-520;roland-garros;Round of 32;2017-520-v306-c882;5;15;01:33:00;93;Fernando Verdasco;v306;Pablo Cuevas;c882;3;0;18;6;0;0;2;5;48;72;49;72;20;38;0;7;38;75;30;75;12;48
2017-520;roland-garros;Round of 32;2017-520-mc65-g628;5;11;02:24:00;144;Gael Monfils;mc65;Richard Gasquet;g628;2;1;16;16;1;0;4;3;65;92;65;92;25;72;2;3;72;114;72;114;15;65
2017-520;roland-garros;Round of 32;2017-520-z184-gb88;5;9;00:57:00;57;Horacio Zeballos;z184;David Goffin;gb88;0;1;4;5;0;0;0;1;21;36;22;36;1;15;2;1;15;32;22;32;6;21
2017-520;roland-garros;Round of 32;2017-520-ke29-i186;5;14;03:00:00;180;Karen Khachanov;ke29;John Isner;i186;3;1;26;22;2;1;8;8;71;147;111;147;20;91;14;2;91;138;98;138;7;71
2017-520;roland-garros;Round of 32;2017-520-n552-ch27;5;8;03:51:00;231;Kei Nishikori;n552;Hyeon Chung;ch27;3;2;25;26;0;1;7;3;94;161;102;161;22;89;7;4;89;163;101;163;27;94
2017-520;roland-garros;Round of 32;2017-520-a678-e831;5;16;03:59:00;239;Kevin Anderson;a678;Kyle Edmund;e831;3;2;30;25;1;1;24;2;105;161;117;161;23;92;4;6;92;167;110;167;23;105
2017-520;roland-garros;Round of 32;2017-520-c977-l397;5;7;01:47:00;107;Marin Cilic;c977;Feliciano Lopez;l397;3;0;18;7;0;0;8;5;38;82;53;82;19;43;1;2;43;70;31;70;12;38
2017-520;roland-garros;Round of 32;2017-520-r975-g476;5;5;00:28:00;28;Milos Raonic;r975;Guillermo Garcia-Lopez;g476;2;0;7;1;0;0;5;1;14;19;16;19;7;14;1;6;14;29;12;29;1;14
2017-520;roland-garros;Round of 32;2017-520-d643-sm37;5;2;03:19:00;199;Novak Djokovic;d643;Diego Schwartzman;sm37;3;2;26;18;0;0;7;1;80;114;81;114;35;92;4;5;92;153;81;153;18;80
2017-520;roland-garros;Round of 32;2017-520-cd85-d875;5;10;02:18:00;138;Pablo Carreno Busta;cd85;Grigor Dimitrov;d875;3;0;19;12;0;0;0;3;62;97;64;97;17;55;14;5;55;103;59;103;19;62
2017-520;roland-garros;Round of 32;2017-520-n409-bg23;5;4;01:30:00;90;Rafael Nadal;n409;Nikoloz Basilashvili;bg23;3;0;18;1;0;0;3;0;29;53;41;53;29;48;1;2;48;65;24;65;7;29
2017-520;roland-garros;Round of 32;2017-520-bd06-v708;5;13;02:03:00;123;Roberto Bautista Agut;bd06;Jiri Vesely;v708;3;0;18;10;0;0;4;4;54;89;57;89;16;43;5;6;43;80;43;80;19;54
2017-520;roland-garros;Round of 32;2017-520-w367-f510;5;3;01:52:00;112;Stan Wawrinka;w367;Fabio Fognini;f510;3;0;19;8;1;0;6;2;49;79;54;79;21;46;0;7;46;86;44;86;13;49
2017-520;roland-garros;Round of 64;2017-520-r772-bm95;6;16;01:24:00;84;Albert Ramos-Vinolas;r772;Benjamin Bonzi;bm95;3;0;18;4;0;0;8;1;38;57;44;57;19;38;2;2;38;68;30;68;8;38
2017-520;roland-garros;Round of 64;2017-520-mc10-k966;6;1;03:35:00;215;Andy Murray;mc10;Martin Klizan;k966;3;1;25;17;1;1;9;4;62;125;88;125;28;76;5;7;76;137;81;137;13;62
2017-520;roland-garros;Round of 64;2017-520-gb88-sc77;6;9;02:34:00;154;David Goffin;gb88;Sergiy Stakhovsky;sc77;3;1;21;15;0;0;6;1;61;97;74;97;29;83;11;2;83;134;77;134;11;61
2017-520;roland-garros;Round of 64;2017-520-sm37-n679;6;30;02:08:00;128;Diego Schwartzman;sm37;Stefano Napolitano;n679;3;0;19;10;0;0;2;4;69;109;69;109;19;51;3;1;51;86;46;86;18;69
2017-520;roland-garros;Round of 64;2017-520-tb69-ba98;6;6;02:23:00;143;Dominic Thiem;tb69;Simone Bolelli;ba98;3;0;19;9;0;0;8;7;40;86;60;86;44;102;0;1;102;128;67;128;7;40
2017-520;roland-garros;Round of 64;2017-520-f510-sa93;6;23;02:20:00;140;Fabio Fognini;f510;Andreas Seppi;sa93;3;0;19;12;0;0;5;7;57;102;62;102;19;46;4;4;46;103;55;103;17;57
2017-520;roland-garros;Round of 64;2017-520-l397-f401;6;25;03:52:00;232;Feliciano Lopez;l397;David Ferrer;f401;3;2;27;26;0;0;11;6;102;171;104;171;31;103;5;14;103;174;105;174;27;102
2017-520;roland-garros;Round of 64;2017-520-v306-h996;6;31;03:29:00;209;Fernando Verdasco;v306;Pierre-Hugues Herbert;h996;3;2;25;21;0;0;5;3;105;145;99;145;30;90;11;3;90;155;96;155;30;105
2017-520;roland-garros;Round of 64;2017-520-mc65-mj08;6;12;01:31:00;91;Gael Monfils;mc65;Thiago Monteiro;mj08;3;0;18;6;0;0;6;0;53;67;44;67;22;40;2;3;40;63;25;63;16;53
2017-520;roland-garros;Round of 64;2017-520-d875-r419;6;10;02:13:00;133;Grigor Dimitrov;d875;Tommy Robredo;r419;3;0;19;12;0;0;4;4;65;95;70;95;22;61;1;2;61;90;57;90;9;65
2017-520;roland-garros;Round of 64;2017-520-g476-ta29;6;29;02:27:00;147;Guillermo Garcia-Lopez;g476;Marco Trungelliti;ta29;3;0;20;14;0;0;7;8;40;94;57;94;29;75;4;6;75;132;67;132;11;40
2017-520;roland-garros;Round of 64;2017-520-z184-k336;6;20;02:13:00;133;Horacio Zeballos;z184;Ivo Karlovic;k336;3;0;20;15;2;0;8;2;69;96;81;96;10;64;29;6;64;102;74;102;5;69
2017-520;roland-garros;Round of 64;2017-520-ch27-i165;6;27;01:51:00;111;Hyeon Chung;ch27;Denis Istomin;i165;3;0;19;7;0;0;3;2;43;73;54;73;24;51;4;4;51;82;41;82;7;43
2017-520;roland-garros;Round of 64;2017-520-v708-bh09;6;32;02:52:00;172;Jiri Vesely;v708;Aljaz Bedene;bh09;3;1;22;15;0;0;13;8;75;132;89;132;14;54;12;3;54;109;69;109;16;75
2017-520;roland-garros;Round of 64;2017-520-i186-l503;6;18;02:10:00;130;John Isner;i186;Paolo Lorenzi;l503;3;0;20;15;2;0;21;1;73;103;82;103;11;53;7;1;53;90;68;90;11;73
2017-520;roland-garros;Round of 64;2017-520-d683-a479;6;24;01:30:00;90;Juan Martin del Potro;d683;Nicolas Almagro;a479;1;1;9;9;0;0;6;2;38;59;40;59;8;35;7;1;35;51;37;51;8;38
2017-520;roland-garros;Round of 64;2017-520-ke29-ba47;6;11;02:13:00;133;Karen Khachanov;ke29;Tomas Berdych;ba47;3;0;19;13;0;0;12;2;43;92;67;92;18;57;7;1;57;100;65;100;5;43
2017-520;roland-garros;Round of 64;2017-520-n552-ca12;6;8;01:57:00;117;Kei Nishikori;n552;Jeremy Chardy;ca12;3;0;19;9;1;0;5;5;50;85;57;85;25;55;6;5;55;84;44;84;8;50
