tourney_year_id;tourney_slug;tourney_round_name;match_id;round_order;match_order;match_time;match_duration;winner_name;winner_player_id;loser_name;loser_player_id;winner_sets_won;loser_sets_won;winner_games_won;loser_games_won;winner_tiebreaks_won;loser_tiebreaks_won;winner_aces;winner_double_faults;winner_first_serves_in;winner_first_serves_total;winner_service_points_won;winner_service_points_total;winner_first_serve_return_won;winner_first_serve_return_total;loser_aces;loser_double_faults;loser_first_serves_in;loser_first_serves_total;loser_service_points_won;loser_service_points_total;loser_first_serve_return_won;loser_first_serve_return_total
2017-540;wimbledon;Round of 32;2017-540-q927-t786;5;11;02:58:00;178;Sam Querrey;q927;Jo-Wilfried Tsonga;t786;3;2;24;25;1;0;22;5;78;141;99;141;20;99;12;6;99;157;110;157;9;78
2017-540;wimbledon;Round of 32;2017-540-ba47-f401;5;10;01:46:00;106;Tomas Berdych;ba47;David Ferrer;f401;3;0;18;10;0;0;3;1;45;75;57;75;20;56;3;2;56;93;54;93;7;45
2017-540;wimbledon;Round of 64;2017-540-me82-se73;6;31;03:33:00;213;Adrian Mannarino;me82;Yuichi Sugita;se73;3;2;28;22;1;0;9;1;98;150;102;150;41;117;4;5;117;177;103;177;29;98
2017-540;wimbledon;Round of 64;2017-540-r772-re44;6;20;03:32:00;212;Albert Ramos-Vinolas;r772;Andrey Rublev;re44;3;2;29;25;0;1;16;4;106;164;110;164;34;104;7;4;104;156;98;156;25;106
2017-540;wimbledon;Round of 64;2017-540-z355-td51;6;9;01:33:00;93;Alexander Zverev;z355;Frances Tiafoe;td51;3;0;18;10;0;0;11;4;55;84;60;84;12;48;11;4;48;76;48;76;12;55
2017-540;wimbledon;Round of 64;2017-540-bh09-d923;6;28;02:07:00;127;Aljaz Bedene;bh09;Damir Dzumhur;d923;3;1;21;15;0;0;12;2;64;103;66;103;28;64;1;4;64;93;52;93;12;64
2017-540;wimbledon;Round of 64;2017-540-mc10-ba65;6;1;01:36:00;96;Andy Murray;mc10;Dustin Brown;ba65;3;0;18;7;0;0;9;2;31;66;52;66;16;47;5;4;47;87;47;87;5;31
2017-540;wimbledon;Round of 64;2017-540-pd31-h996;6;32;01:45:00;105;Benoit Paire;pd31;Pierre-Hugues Herbert;h996;3;0;19;11;1;0;6;6;52;98;68;98;14;50;7;5;50;90;54;90;11;52
2017-540;wimbledon;Round of 64;2017-540-f401-d632;6;30;00:18:00;18;David Ferrer;f401;Steve Darcis;d632;1;0;3;0;0;0;0;1;6;12;8;12;0;3;0;1;3;10;4;10;1;6
2017-540;wimbledon;Round of 64;2017-540-tb69-sd32;6;7;02:52:00;172;Dominic Thiem;tb69;Gilles Simon;sd32;3;1;23;17;0;0;17;1;65;112;76;112;31;93;3;2;93;147;89;147;14;65
2017-540;wimbledon;Round of 64;2017-540-sc56-i186;6;18;03:51:00;231;Dudi Sela;sc56;John Isner;i186;3;2;31;29;2;1;5;2;121;185;137;185;23;126;45;5;126;181;131;181;28;121
2017-540;wimbledon;Round of 64;2017-540-g858-d683;6;24;02:54:00;174;Ernests Gulbis;g858;Juan Martin del Potro;d683;3;0;19;14;1;0;25;5;60;100;72;100;21;69;7;2;69;112;72;112;11;60
2017-540;wimbledon;Round of 64;2017-540-f510-v708;6;23;01:57:00;117;Fabio Fognini;f510;Jiri Vesely;v708;3;0;19;12;1;0;11;2;59;87;69;87;27;79;11;2;79;105;65;105;8;59
2017-540;wimbledon;Round of 64;2017-540-mc65-e831;6;14;02:12:00;132;Gael Monfils;mc65;Kyle Edmund;e831;3;0;19;14;1;0;13;1;73;108;73;108;19;56;5;5;56;94;57;94;18;73
2017-540;wimbledon;Round of 64;2017-540-ma30-r685;6;15;03:37:00;217;Gilles Muller;ma30;Lukas Rosol;r685;3;2;32;28;0;1;45;13;110;173;126;173;26;119;25;8;119;183;124;183;14;110
2017-540;wimbledon;Round of 64;2017-540-d875-b837;6;12;01:43:00;103;Grigor Dimitrov;d875;Marcos Baghdatis;b837;3;0;18;6;0;0;9;4;53;83;59;83;11;36;5;4;36;70;35;70;11;53
2017-540;wimbledon;Round of 64;2017-540-dc58-l503;6;26;03:05:00;185;Jared Donaldson;dc58;Paolo Lorenzi;l503;3;1;25;19;1;1;20;3;80;140;97;140;28;95;7;1;95;136;86;136;12;80
2017-540;wimbledon;Round of 64;2017-540-j397-pf39;6;13;02:45:00;165;Jerzy Janowicz;j397;Lucas Pouille;pf39;3;1;23;19;2;0;14;2;82;129;94;129;15;76;19;7;76;133;94;133;15;82
2017-540;wimbledon;Round of 64;2017-540-t786-ba98;6;11;01:55:00;115;Jo-Wilfried Tsonga;t786;Simone Bolelli;ba98;3;0;19;8;0;0;13;2;51;78;59;78;32;66;1;1;66;97;50;97;8;51
2017-540;wimbledon;Round of 64;2017-540-ke29-mj08;6;25;03:09:00;189;Karen Khachanov;ke29;Thiago Monteiro;mj08;3;1;24;23;2;0;15;5;106;162;109;162;19;83;10;4;83;144;95;144;30;106
2017-540;wimbledon;Round of 64;2017-540-n552-sc77;6;8;03:15:00;195;Kei Nishikori;n552;Sergiy Stakhovsky;sc77;3;1;25;18;1;1;7;8;93;142;96;142;21;76;8;5;76;138;87;138;24;93
2017-540;wimbledon;Round of 64;2017-540-a678-sa93;6;27;01:41:00;101;Kevin Anderson;a678;Andreas Seppi;sa93;3;0;19;12;1;0;16;1;53;82;70;82;11;49;10;2;49;79;55;79;6;53
2017-540;wimbledon;Round of 64;2017-540-c977-mb02;6;6;02:12:00;132;Marin Cilic;c977;Florian Mayer;mb02;3;0;20;15;1;0;31;5;55;93;71;93;25;77;0;4;77;122;70;122;5;55
2017-540;wimbledon;Round of 64;2017-540-r975-y061;6;5;02:40:00;160;Milos Raonic;r975;Mikhail Youzhny;y061;3;1;23;21;1;0;27;7;73;113;88;113;21;85;2;3;85;134;92;134;8;73
2017-540;wimbledon;Round of 64;2017-540-z168-k926;6;22;03:05:00;185;Mischa Zverev;z168;Mikhail Kukushkin;k926;3;2;23;19;0;0;14;5;93;120;74;120;42;102;3;1;102;150;84;150;29;93
2017-540;wimbledon;Round of 64;2017-540-d643-pg32;6;2;01:34:00;94;Novak Djokovic;d643;Adam Pavlasek;pg32;3;0;18;5;0;0;4;1;41;60;47;60;19;45;5;4;45;84;41;84;8;41
2017-540;wimbledon;Round of 64;2017-540-n409-y124;6;4;02:11:00;131;Rafael Nadal;n409;Donald Young;y124;3;0;19;11;0;0;4;2;55;85;62;85;23;68;8;3;68;104;59;104;11;55
2017-540;wimbledon;Round of 64;2017-540-bd06-g967;6;17;02:17:00;137;Roberto Bautista Agut;bd06;Peter Gojowczyk;g967;3;1;21;12;0;0;2;3;71;106;69;106;20;58;8;5;58;117;60;117;19;71
2017-540;wimbledon;Round of 64;2017-540-f324-l987;6;3;01:30:00;90;Roger Federer;f324;Dusan Lajovic;l987;3;0;19;11;1;0;9;2;47;78;63;78;24;56;3;3;56;87;52;87;9;47
2017-540;wimbledon;Round of 64;2017-540-be54-mm58;6;29;02:50:00;170;Ruben Bemelmans;be54;Daniil Medvedev;mm58;3;2;23;21;0;0;8;3;87;125;85;125;34;99;12;8;99;155;91;155;26;87
2017-540;wimbledon;Round of 64;2017-540-q927-bg23;6;19;01:51:00;111;Sam Querrey;q927;Nikoloz Basilashvili;bg23;3;1;22;16;0;0;32;0;62;93;73;93;30;73;6;3;73;116;72;116;9;62
2017-540;wimbledon;Round of 64;2017-540-o513-sm25;6;16;02:44:00;164;Sebastian Ofner;o513;Jack Sock;sm25;3;2;23;21;0;0;15;7;79;132;88;132;22;81;17;8;81;139;93;139;16;79
2017-540;wimbledon;Round of 64;2017-540-j386-a829;6;21;02:32:00;152;Steve Johnson;j386;Radu Albot;a829;3;1;22;15;0;0;10;2;83;116;84;116;25;77;2;6;77;119;74;119;21;83
2017-540;wimbledon;Round of 64;2017-540-ba47-h940;6;10;02:37:00;157;Tomas Berdych;ba47;Ryan Harrison;h940;3;1;24;17;0;1;19;1;76;113;86;113;20;79;16;3;79;132;84;132;12;76
2017-540;wimbledon;Round of 128;2017-540-pg32-e873;7;53;02:05:00;125;Adam Pavlasek;pg32;Ernesto Escobedo;e873;3;1;24;12;0;1;14;5;70;103;76;103;32;73;4;6;73;127;72;127;11;70
2017-540;wimbledon;Round of 128;2017-540-me82-l397;7;19;02:15:00;135;Adrian Mannarino;me82;Feliciano Lopez;l397;3;1;21;12;0;0;12;2;68;102;67;102;19;49;12;6;49;103;53;103;17;68
2017-540;wimbledon;Round of 128;2017-540-r772-tc61;7;25;02:25:00;145;Albert Ramos-Vinolas;r772;Jordan Thompson;tc61;3;0;19;14;1;0;3;4;86;115;74;115;16;56;5;1;56;100;61;100;27;86
2017-540;wimbledon;Round of 128;2017-540-z355-d864;7;10;01:50:00;110;Alexander Zverev;z355;Evgeny Donskoy;d864;3;0;19;13;1;0;15;3;69;101;71;101;15;50;7;1;50;83;54;83;17;69
2017-540;wimbledon;Round of 128;2017-540-bh09-k336;7;21;04:25:00;265;Aljaz Bedene;bh09;Ivo Karlovic;k336;3;2;34;32;2;2;27;5;130;202;158;202;20;126;44;11;126;197;147;197;22;130
2017-540;wimbledon;Round of 128;2017-540-sa93-gb93;7;57;01:39:00;99;Andreas Seppi;sa93;Norbert Gombos;gb93;3;1;21;11;0;0;7;2;48;87;61;87;18;51;6;5;51;94;51;94;7;48
2017-540;wimbledon;Round of 128;2017-540-re44-ta12;7;55;03:28:00;208;Andrey Rublev;re44;Stefano Travaglia;ta12;3;2;27;26;0;1;10;5;107;168;107;168;30;98;20;7;98;172;106;172;31;107
2017-540;wimbledon;Round of 128;2017-540-mc10-bk92;7;1;01:44:00;104;Andy Murray;mc10;Alexander Bublik;bk92;3;0;18;7;0;0;3;2;43;74;56;74;20;61;15;12;61;95;51;95;10;43
2017-540;wimbledon;Round of 128;2017-540-pd31-sc73;7;52;02:19:00;139;Benoit Paire;pd31;Rogerio Dutra Silva;sc73;3;1;22;20;1;0;15;6;94;141;87;141;36;92;2;3;92;133;78;133;26;94
2017-540;wimbledon;Round of 128;2017-540-d923-o376;7;41;01:15:00;75;Damir Dzumhur;d923;Renzo Olivo;o376;3;0;18;3;0;0;1;4;43;68;45;68;20;34;2;3;34;61;22;61;11;43
2017-540;wimbledon;Round of 128;2017-540-mm58-w367;7;5;02:13:00;133;Daniil Medvedev;mm58;Stan Wawrinka;w367;3;1;21;15;0;0;10;7;71;111;77;111;22;66;1;3;66;108;64;108;11;71
2017-540;wimbledon;Round of 128;2017-540-f401-g628;7;22;02:54:00;174;David Ferrer;f401;Richard Gasquet;g628;3;1;23;16;0;0;1;5;85;130;89;130;24;71;0;0;71;120;76;120;26;85
2017-540;wimbledon;Round of 128;2017-540-tb69-pd07;7;8;01:55:00;115;Dominic Thiem;tb69;Vasek Pospisil;pd07;3;0;18;11;0;0;8;2;34;70;56;70;17;62;7;4;62;107;65;107;4;34
2017-540;wimbledon;Round of 128;2017-540-y124-i165;7;63;02:12:00;132;Donald Young;y124;Denis Istomin;i165;3;1;21;17;0;0;5;5;68;108;77;108;18;69;7;1;69;104;73;104;13;68
2017-540;wimbledon;Round of 128;2017-540-sc56-g710;7;56;02:33:00;153;Dudi Sela;sc56;Marcel Granollers;g710;3;2;23;18;0;0;0;3;94;141;92;141;16;60;12;4;60;106;68;106;25;94
2017-540;wimbledon;Round of 128;2017-540-l987-te51;7;48;02:00:00;120;Dusan Lajovic;l987;Stefanos Tsitsipas;te51;3;0;18;12;0;0;4;3;69;100;71;100;10;49;11;2;49;90;57;90;19;69
2017-540;wimbledon;Round of 128;2017-540-ba65-sh90;7;38;02:00:00;120;Dustin Brown;ba65;Joao Sousa;sh90;3;1;22;20;1;0;15;7;80;112;83;112;16;81;10;2;81;121;86;121;18;80
2017-540;wimbledon;Round of 128;2017-540-g858-e224;7;44;01:28:00;88;Ernests Gulbis;g858;Victor Estrella Burgos;e224;3;0;18;4;0;0;8;4;44;67;47;67;20;40;0;7;40;68;29;68;6;44
2017-540;wimbledon;Round of 128;2017-540-f510-t315;7;28;01:33:00;93;Fabio Fognini;f510;Dmitry Tursunov;t315;3;0;18;7;0;0;10;6;42;68;45;68;32;66;0;3;66;89;41;89;10;42
2017-540;wimbledon;Round of 128;2017-540-mb02-t840;7;49;00:17:00;17;Florian Mayer;mb02;Viktor Troicki;t840;1;0;6;1;0;0;2;0;13;17;16;17;7;11;0;3;11;23;11;23;0;13
2017-540;wimbledon;Round of 128;2017-540-td51-h756;7;61;02:28:00;148;Frances Tiafoe;td51;Robin Haase;h756;3;1;23;20;1;0;15;4;81;131;86;131;24;88;14;3;88;131;85;131;25;81
2017-540;wimbledon;Round of 128;2017-540-mc65-bc72;7;15;01:35:00;95;Gael Monfils;mc65;Daniel Brands;bc72;3;0;19;12;0;0;8;1;51;85;68;85;25;73;5;2;73;87;56;87;10;51
2017-540;wimbledon;Round of 128;2017-540-ma30-f724;7;16;01:56:00;116;Gilles Muller;ma30;Marton Fucsovics;f724;3;0;19;11;0;0;8;2;58;90;64;90;15;50;11;6;50;99;58;99;11;58
2017-540;wimbledon;Round of 128;2017-540-sd32-j551;7;58;02:14:00;134;Gilles Simon;sd32;Nicolas Jarry;j551;3;0;19;12;1;0;5;4;45;95;67;95;27;75;8;6;75;125;69;125;7;45
2017-540;wimbledon;Round of 128;2017-540-d875-sm37;7;13;01:50:00;110;Grigor Dimitrov;d875;Diego Schwartzman;sm37;3;0;19;10;1;0;9;10;49;87;60;87;17;48;2;3;48;79;43;79;7;49
2017-540;wimbledon;Round of 128;2017-540-sm25-gd64;7;17;02:14:00;134;Jack Sock;sm25;Christian Garin;gd64;3;1;23;18;1;0;12;3;61;113;85;113;19;65;6;6;65;115;74;115;11;61
2017-540;wimbledon;Round of 128;2017-540-dc58-t742;7;40;00:15:00;15;Jared Donaldson;dc58;Janko Tipsarevic;t742;1;0;5;0;0;0;2;0;3;8;8;8;6;10;0;3;10;17;5;17;0;3
2017-540;wimbledon;Round of 128;2017-540-j397-su55;7;46;02:25:00;145;Jerzy Janowicz;j397;Denis Shapovalov;su55;3;1;22;19;1;0;5;6;75;125;89;125;12;73;20;6;73;113;83;113;9;75
2017-540;wimbledon;Round of 128;2017-540-v708-me89;7;62;03:24:00;204;Jiri Vesely;v708;Illya Marchenko;me89;3;2;27;19;0;0;5;5;97;148;95;148;22;78;20;6;78;132;81;132;24;97
2017-540;wimbledon;Round of 128;2017-540-t786-n771;7;12;01:23:00;83;Jo-Wilfried Tsonga;t786;Cameron Norrie;n771;3;0;18;7;0;0;8;1;38;64;49;64;27;56;3;4;56;89;45;89;7;38
2017-540;wimbledon;Round of 128;2017-540-i186-fb98;7;23;01:31:00;91;John Isner;i186;Taylor Fritz;fb98;3;0;19;13;1;0;25;0;64;83;69;83;12;50;12;1;50;78;57;78;6;64
2017-540;wimbledon;Round of 128;2017-540-d683-kd46;7;29;03:03:00;183;Juan Martin del Potro;d683;Thanasi Kokkinakis;kd46;3;1;22;19;1;0;17;3;91;125;88;125;14;73;16;5;73;129;84;129;23;91
2017-540;wimbledon;Round of 128;2017-540-ke29-kb54;7;30;02:34:00;154;Karen Khachanov;ke29;Andrey Kuznetsov;kb54;3;2;22;23;1;0;12;5;81;133;81;133;22;86;11;9;86;134;88;134;24;81
2017-540;wimbledon;Round of 128;2017-540-n552-cf01;7;9;01:12:00;72;Kei Nishikori;n552;Marco Cecchinato;cf01;3;0;18;4;0;0;8;2;39;59;46;59;23;46;2;5;46;64;27;64;7;39
2017-540;wimbledon;Round of 128;2017-540-a678-v306;7;31;02:56:00;176;Kevin Anderson;a678;Fernando Verdasco;v306;3;1;22;21;2;0;25;4;97;128;93;128;17;85;6;6;85;139;95;139;19;97
2017-540;wimbledon;Round of 128;2017-540-e831-w579;7;42;02:03:00;123;Kyle Edmund;e831;Alexander Ward;w579;3;1;22;12;0;0;8;5;48;97;69;97;25;68;3;5;68;103;57;103;6;48
2017-540;wimbledon;Round of 128;2017-540-pf39-j267;7;14;03:03:00;183;Lucas Pouille;pf39;Malek Jaziri;j267;3;1;25;21;1;1;12;5;73;131;95;131;10;76;9;8;76;157;98;157;12;73
2017-540;wimbledon;Round of 128;2017-540-r685-l949;7;54;02:02:00;122;Lukas Rosol;r685;Henri Laaksonen;l949;3;1;23;18;0;0;7;8;72;125;88;125;14;70;10;4;70;119;77;119;15;72
2017-540;wimbledon;Round of 128;2017-540-b837-w503;7;34;01:40:00;100;Marcos Baghdatis;b837;James Ward;w503;3;0;18;11;0;0;17;2;44;78;59;78;16;58;8;3;58;85;58;85;1;44
2017-540;wimbledon;Round of 128;2017-540-c977-k435;7;7;01:57:00;117;Marin Cilic;c977;Philipp Kohlschreiber;k435;3;0;18;9;0;0;15;1;56;88;62;88;20;59;3;2;59;90;51;90;12;56
2017-540;wimbledon;Round of 128;2017-540-k926-da81;7;47;02:48:00;168;Mikhail Kukushkin;k926;Taro Daniel;da81;3;1;23;18;1;0;11;0;91;124;87;124;28;82;6;4;82;131;80;131;23;91
2017-540;wimbledon;Round of 128;2017-540-y061-m873;7;64;02:10:00;130;Mikhail Youzhny;y061;Nicolas Mahut;m873;3;0;19;11;0;0;5;4;75;112;69;112;16;53;4;2;53;90;50;90;24;75
2017-540;wimbledon;Round of 128;2017-540-r975-sl28;7;6;02:16:00;136;Milos Raonic;r975;Jan-Lennard Struff;sl28;3;0;20;14;2;0;20;4;74;110;80;110;12;56;9;5;56;109;69;109;16;74
2017-540;wimbledon;Round of 128;2017-540-z168-ta46;7;27;01:24:00;84;Mischa Zverev;z168;Bernard Tomic;ta46;3;0;18;11;0;0;18;3;48;64;56;64;29;78;4;2;78;101;63;101;2;48
2017-540;wimbledon;Round of 128;2017-540-bg23-b884;7;35;02:18:00;138;Nikoloz Basilashvili;bg23;Carlos Berlocq;b884;3;0;19;11;1;0;2;3;64;100;66;100;21;58;0;3;58;103;59;103;17;64
2017-540;wimbledon;Round of 128;2017-540-d643-k966;7;2;00:40:00;40;Novak Djokovic;d643;Martin Klizan;k966;2;0;8;3;0;0;7;2;23;33;25;33;9;21;0;2;21;33;17;33;3;23
2017-540;wimbledon;Round of 128;2017-540-l503-z184;7;32;03:42:00;222;Paolo Lorenzi;l503;Horacio Zeballos;z184;3;1;25;23;2;0;10;4;88;153;100;153;22;82;13;6;82;142;94;142;22;88
2017-540;wimbledon;Round of 128;2017-540-g967-ca99;7;43;02:17:00;137;Peter Gojowczyk;g967;Marius Copil;ca99;3;1;21;16;1;0;5;4;61;111;76;111;29;82;13;5;82;135;81;135;17;61
2017-540;wimbledon;Round of 128;2017-540-h996-ke17;7;20;01:05:00;65;Pierre-Hugues Herbert;h996;Nick Kyrgios;ke17;2;0;12;7;0;0;10;1;33;51;40;51;17;38;3;2;38;58;37;58;6;33
2017-540;wimbledon;Round of 128;2017-540-a829-bf23;7;33;03:32:00;212;Radu Albot;a829;Facundo Bagnis;bf23;3;1;24;22;2;0;4;3;110;154;100;154;38;120;11;6;120;184;111;184;38;110
2017-540;wimbledon;Round of 128;2017-540-n409-mh30;7;4;01:46:00;106;Rafael Nadal;n409;John Millman;mh30;3;0;18;6;0;0;5;0;47;70;48;70;23;45;5;2;45;79;36;79;11;47
2017-540;wimbledon;Round of 128;2017-540-bd06-h804;7;18;01:38:00;98;Roberto Bautista Agut;bd06;Andreas Haider-Maurer;h804;3;0;18;6;0;0;6;0;52;72;53;72;18;50;9;6;50;84;43;84;12;52
2017-540;wimbledon;Round of 128;2017-540-f324-d801;7;3;00:43:00;43;Roger Federer;f324;Alexandr Dolgopolov;d801;2;0;9;3;0;0;10;1;27;36;25;36;10;23;2;4;23;50;25;50;6;27
2017-540;wimbledon;Round of 128;2017-540-be54-h355;7;36;02:40:00;160;Ruben Bemelmans;be54;Tommy Haas;h355;3;1;22;16;0;0;6;3;92;129;86;129;27;81;8;10;81;143;84;143;30;92
2017-540;wimbledon;Round of 128;2017-540-h940-cg80;7;45;02:20:00;140;Ryan Harrison;h940;Borna Coric;cg80;3;0;20;16;2;0;16;5;57;110;75;110;19;66;3;5;66;110;72;110;6;57
2017-540;wimbledon;Round of 128;2017-540-q927-f586;7;24;02:01:00;121;Sam Querrey;q927;Thomas Fabbiano;f586;3;0;20;13;1;0;14;2;60;99;70;99;26;69;3;4;69;116;66;116;14;60
2017-540;wimbledon;Round of 128;2017-540-o513-bd20;7;51;01:45:00;105;Sebastian Ofner;o513;Thomaz Bellucci;bd20;3;0;18;7;0;0;4;4;52;79;56;79;15;37;3;8;37;89;47;89;13;52
2017-540;wimbledon;Round of 128;2017-540-sc77-b747;7;59;02:36:00;156;Sergiy Stakhovsky;sc77;Julien Benneteau;b747;3;1;21;17;1;0;17;8;67;129;84;129;18;62;8;6;62;104;67;104;14;67
2017-540;wimbledon;Round of 128;2017-540-ba98-l575;7;37;02:04:00;124;Simone Bolelli;ba98;Yen-Hsun Lu;l575;3;1;19;16;0;0;5;1;63;93;62;93;23;62;5;5;62;93;56;93;18;63
2017-540;wimbledon;Round of 128;2017-540-d632-be90;7;39;03:06:00;186;Steve Darcis;d632;Ricardas Berankis;be90;3;2;24;22;0;0;10;1;88;145;89;145;38;98;3;6;98;148;89;148;31;88
2017-540;wimbledon;Round of 128;2017-540-j386-kc29;7;26;01:57:00;117;Steve Johnson;j386;Nicolas Kicker;kc29;3;0;19;12;0;0;12;2;63;100;72;100;22;59;3;0;59;86;57;86;17;63
2017-540;wimbledon;Round of 128;2017-540-mj08-w630;7;50;03:06:00;186;Thiago Monteiro;mj08;Andrew Whittington;w630;3;1;24;21;2;0;8;1;103;152;107;152;14;78;15;8;78;138;97;138;21;103
2017-540;wimbledon;Round of 128;2017-540-ba47-ca12;7;11;02:22:00;142;Tomas Berdych;ba47;Jeremy Chardy;ca12;3;1;22;19;1;0;12;3;64;111;86;111;13;77;17;2;77;107;77;107;8;64
2017-540;wimbledon;Round of 128;2017-540-se73-k964;7;60;02:07:00;127;Yuichi Sugita;se73;Brydan Klein;k964;3;0;19;9;1;0;3;2;68;98;68;98;14;53;6;6;53;90;52;90;15;68
2017-540;wimbledon;3rd Round Qualifying;2017-540-w579-g681;8;15;02:58:00;178;Alexander Ward;w579;Teymuraz Gabashvili;g681;3;1;25;18;1;1;10;2;88;129;98;129;20;90;5;4;90;133;90;133;18;88
2017-540;wimbledon;3rd Round Qualifying;2017-540-w630-kb09;8;16;02:59:00;179;Andrew Whittington;w630;Denis Kudla;kb09;3;2;26;24;2;0;25;6;96;151;106;151;22;82;7;5;82;140;95;140;20;96
2017-540;wimbledon;3rd Round Qualifying;2017-540-re44-m850;8;2;02:36:00;156;Andrey Rublev;re44;Paul-Henri Mathieu;m850;3;1;20;20;1;0;14;7;71;120;79;120;23;88;19;4;88;134;87;134;15;71
2017-540;wimbledon;3rd Round Qualifying;2017-540-gd64-sj55;8;11;03:39:00;219;Christian Garin;gd64;John-Patrick Smith;sj55;2;2;21;22;1;0;10;4;120;182;135;182;40;155;20;3;155;209;143;209;21;120
2017-540;wimbledon;3rd Round Qualifying;2017-540-bc72-bk92;8;8;02:46:00;166;Daniel Brands;bc72;Alexander Bublik;bk92;2;2;19;17;0;0;8;2;118;163;122;163;23;116;25;12;116;173;116;173;29;118
2017-540;wimbledon;3rd Round Qualifying;2017-540-me89-w521;8;4;01:57:00;117;Illya Marchenko;me89;Marcus Willis;w521;3;0;19;11;1;0;20;2;70;92;68;92;12;55;8;8;55;90;54;90;15;70
2017-540;wimbledon;3rd Round Qualifying;2017-540-r685-kc86;8;3;02:45:00;165;Lukas Rosol;r685;Darian King;kc86;3;1;21;17;0;0;4;7;79;127;78;127;34;90;8;4;90;152;85;152;23;79
2017-540;wimbledon;3rd Round Qualifying;2017-540-j551-n674;8;12;02:13:00;133;Nicolas Jarry;j551;Dennis Novikov;n674;3;1;22;17;0;0;20;3;78;113;83;113;18;80;21;5;80;127;82;127;17;78
2017-540;wimbledon;3rd Round Qualifying;2017-540-g967-l797;8;1;01:27:00;87;Peter Gojowczyk;g967;Lukas Lacko;l797;3;0;19;10;0;0;10;1;44;68;58;68;18;62;11;6;62;103;61;103;0;44
2017-540;wimbledon;3rd Round Qualifying;2017-540-be54-mi43;8;6;01:49:00;109;Ruben Bemelmans;be54;Gerald Melzer;mi43;3;0;19;12;0;0;8;2;51;68;55;68;35;82;4;3;82;113;62;113;7;51
2017-540;wimbledon;3rd Round Qualifying;2017-540-o513-ci14;8;13;03:12:00;192;Sebastian Ofner;o513;Jay Clarke;ci14;3;2;26;22;0;1;11;0;106;147;100;147;18;82;13;10;82;172;106;172;26;106
2017-540;wimbledon;3rd Round Qualifying;2017-540-sc77-i230;8;5;04:32:00;272;Sergiy Stakhovsky;sc77;Tatsuma Ito;i230;3;2;32;27;0;2;40;3;112;185;129;185;35;119;11;8;119;180;116;180;20;112
2017-540;wimbledon;3rd Round Qualifying;2017-540-ba98-s483;8;10;01:30:00;90;Simone Bolelli;ba98;Pedro Sousa;s483;3;0;18;7;0;0;7;1;52;70;53;70;25;47;4;3;47;73;36;73;10;52
2017-540;wimbledon;3rd Round Qualifying;2017-540-ta12-pb22;8;7;03:16:00;196;Stefano Travaglia;ta12;Peter Polansky;pb22;3;2;25;24;0;0;14;6;91;152;90;152;31;104;11;3;104;167;100;167;26;91
2017-540;wimbledon;3rd Round Qualifying;2017-540-te51-da86;8;14;03:06:00;186;Stefanos Tsitsipas;te51;Joris De Loore;da86;3;2;25;23;0;0;18;2;79;122;92;122;33;113;17;6;113;159;102;159;15;79
2017-540;wimbledon;3rd Round Qualifying;2017-540-fb98-me31;8;9;01:34:00;94;Taylor Fritz;fb98;Vincent Millot;me31;3;0;19;12;0;0;19;0;59;83;65;83;17;54;5;1;54;80;53;80;8;59
2017-540;wimbledon;2nd Round Qualifying;2017-540-bk92-mm79;9;11;01:04:00;64;Alexander Bublik;bk92;Blake Mott;mm79;2;0;13;9;0;0;11;2;37;64;45;64;19;45;1;2;45;62;38;62;8;37
2017-540;wimbledon;2nd Round Qualifying;2017-540-w579-sc47;9;4;01:02:00;62;Alexander Ward;w579;Go Soeda;sc47;2;0;12;4;0;0;4;1;25;44;34;44;17;41;1;1;41;57;29;57;3;25
2017-540;wimbledon;2nd Round Qualifying;2017-540-w630-sf62;9;31;01:51:00;111;Andrew Whittington;w630;Tim Smyczek;sf62;2;1;18;15;0;1;12;3;69;95;72;95;14;62;4;1;62;92;66;92;13;69
2017-540;wimbledon;2nd Round Qualifying;2017-540-re44-mg47;9;3;01:49:00;109;Andrey Rublev;re44;James McGee;mg47;2;1;16;11;0;0;5;5;66;94;61;94;23;58;12;3;58;100;59;100;18;66
2017-540;wimbledon;2nd Round Qualifying;2017-540-gd64-f811;9;14;02:10:00;130;Christian Garin;gd64;Bjorn Fratangelo;f811;2;1;19;16;0;1;14;11;87;130;81;130;22;70;8;4;70;107;68;107;22;87
2017-540;wimbledon;2nd Round Qualifying;2017-540-bc72-hb48;9;20;01:07:00;67;Daniel Brands;bc72;Calvin Hemery ;hb48;2;0;12;8;0;0;5;2;39;58;40;58;12;37;3;3;37;58;35;58;9;39
2017-540;wimbledon;2nd Round Qualifying;2017-540-kc86-ka98;9;5;01:35:00;95;Darian King;kc86;Bradley Klahn;ka98;2;1;15;11;0;0;2;2;51;75;52;75;19;60;3;3;60;89;53;89;14;51
2017-540;wimbledon;2nd Round Qualifying;2017-540-kb09-bh76;9;25;00:40:00;40;Denis Kudla;kb09;Riccardo Bellotti;bh76;2;0;12;2;0;0;6;0;21;37;29;37;11;24;3;2;24;43;18;43;2;21
2017-540;wimbledon;2nd Round Qualifying;2017-540-n674-ke64;9;19;01:10:00;70;Dennis Novikov;n674;Stefan Kozlov;ke64;2;0;13;7;0;0;3;2;35;63;45;63;10;41;1;2;41;59;36;59;5;35
